Domain,Company,company_clean,public_emails_clean,Industry Groups,Employees,City,State,Country,Description,Plan,Revenue Est Monthly,Store Age Years,Product Count,App Spend Mo,Key Apps,Tech Stack,Trustpilot Rating,Trustpilot Reviews,Migrated From,Social Followers,Features,segment,query_name,ingested_at,Source,MV P0,BB,Final Email,Status,Israeli DTC Shopify 10k+ - Contacts - 2026-07-19
yadvashem.org,Yad Vashem Online Store,Yad Vashem Online Store,yadvashem.store@yadvashem.org.il,/People & Society,,Jerusalem,Jerusalem District,IL,Yad Vashem Online Store,,24360,7.2,916,,"Nova: Multi Currency Converter, Poptin Exit Popup Email Pop Up, Section Store: Theme Sections, Shopify Forms","Arrive, Cloudflare, Cloudflare CDN, Facebook Pixel, FullStory",,,nop (2026),X 93k / PIN 8.3k / YT 118k,"Brands Page, New Shopify Checkout (2022), Contact Page, Tracking or Returns, Tracking Page",has_public,Israeli DTC Shopify 10k+,2026-07-19T19:48:56.962+03:00,Storeleads,,,,,"sigalbiran-nagaryadvashem.org,chenmalulyadvashem.org,shavitaharoni simonsyadvashem.org"
daily.dev,Swag Store by daily.dev,Swag Store by daily.dev,https://www.tiktok.com/@dailydotdev,/Science/Computer Science,25,Ganei Tikva,Center District,IL,Welcoming busy developers to equip themselves with cool daily.dev swag! Explore the latest collections and support our community. Happy shopping.,,292857,5.7,79,,"Hulk GDPR Cookie Consent Bar, Printful: Print on Demand","Arrive, Cloudflare, Cloudflare CDN, Google Tag Manager, Google Workspace",3.6,11,,X 54k / YT 12k / TT 14k,"New Shopify Checkout (2022), Tracking or Returns, Tracking Page",has_public,Israeli DTC Shopify 10k+,2026-07-19T19:48:56.962+03:00,Storeleads,,,,,"nimrodkramerdaily.dev,jameshardendaily.dev,matsliahdaily.dev,idoshamundaily.dev,kramerdaily.dev"
tau.ac.il,shop.tau.ac.il,shop.tau.ac.il,"https://www.tiktok.com/@telavivuniversity, taushop@tauex.tau.ac",/Jobs & Education/Education/Colleges & Universities,,Tel Aviv-Yafo,Tel Aviv District,IL,"Tel Aviv University's online store - All you could ever need in terms of branded merchandise, designer collections and official products to get the TAU style.",,250344,1.5,31,,,"Arrive, Cloudflare, Cloudflare CDN, Facebook Pixel, Google Ads Pixel",,,,,"FAQ Page, New Shopify Checkout (2022), Tracking or Returns, Tracking Page",has_public,Israeli DTC Shopify 10k+,2026-07-19T19:48:56.962+03:00,Storeleads,,,,,"lipskytau.ac.il,turetskytau.ac.il"
maccabi-tlv.co.il,shop.maccabi-tlv.co.il,shop.maccabi-tlv.co.il,"shop@mtafc.com, service@mtafc.com",/Sports/Team Sports,,Tel Aviv-Yafo,Tel Aviv District,IL,מכבי תל אביב,,142461,9.6,537,29,"Sami B2B Lock,Password Protect, Bundler ‑ Product Bundles App, Shopify Checkout Blocks, Essential Upsell & Cross Sell, Essent Preorder Back in Stock","Arrive, Cloudflare, Cloudflare CDN, Google Ads Pixel, Google Adsense",,,woocommerce (2025),X 46k / YT 40k,"Shopify Online Store 2.0, New Shopify Checkout (2022), Accepts Gift Cards, Contact Page, FAQ Page",has_public,Israeli DTC Shopify 10k+,2026-07-19T19:48:56.962+03:00,Storeleads,,,,,"benmansfordmaccabi-tlv.co.il,shahagielmaccabi-tlv.co.il,iliyakrasotinmaccabi-tlv.co.il"
macduggal.com,Mac Duggal,Mac Duggal,"customercare@macduggal.com, https://www.tiktok.com/@macduggal, international@macduggal.com, socialmedia@macduggal.com",/Apparel/Women's Clothing | /Apparel/Formal Wear,102,,,IL,"קנו שמלות ערב יוקרתיות, שמלות קוקטייל, שמלות נשף, שמלות לאימהות של החתן/כלה וסטייל לאורחות חתונה מבית Mac Duggal במידות רגילות, פטיט ופלוס.",Shopify Plus,108048,0.9,2957,734,"Accessibly, Analyzify (GA4 & Ads Tracking), Attentive: AI‑led Email &SMS, AppLovin, Shopify Checkout Blocks","Afterpay, AppLovin AXON Pixel, Arrive, Attentive, Bing Ads",4.4,367,,TT 33k,"Returns Page, Tracking Page, Shopify Online Store 2.0, New Shopify Checkout (2022), Free Returns",has_public,Israeli DTC Shopify 10k+,2026-07-19T19:48:56.962+03:00,Storeleads,,,,,"juliaemmonsmacduggal.com,matthewjohnsonmacduggal.com,macduggalmacduggal.com"
greetingsisland.com,greetingsisland,greetingsisland,support@greetingsisland.com,/Gifts & Special Events/Cards & Greetings,,Hod Hasharon,Center District,IL,greetingsisland,,32090,3.2,6,,Gelato: Print on Demand,"Apple Pay, Arrive, Cloudflare, Cloudflare CDN, Facebook Pixel",4.8,2015,,,"New Shopify Checkout (2022), Contact Page, Tracking or Returns, Tracking Page",has_public,Israeli DTC Shopify 10k+,2026-07-19T19:48:56.962+03:00,Storeleads,,,,,"zamirgreetingsisland.com,ehudzamirgreetingsisland.com"
brightlifedirect.com,BrightLife Direct,BrightLife Direct,custserv@brightlifedirect.com,/Health/Medical Devices & Equipment | /Apparel,6,,,IL,"קנה גרבי דחיסה, גרבי דחיסה וגרבי דחיסה של Jobst, Mediven, Juzo, Sigvaris, Allegroו- Therafirm. משלוח חינם בקנייה מעל ‏314.00 ‏₪ מחירי הנחה, ושירות הלקוחות הטוב ביותר. גרבי דחיסה ושרוולים לנסיעות, בצקת לימפה, דליות, בצקת ועוד!",Shopify Plus,107863,3.0,1511,230,"Clearer.io Address Validator, AfterShip Order Tracking, Attrac Popup, Announcement Bar, AfterShip Personalization, Cuped.ai: CRO AI & A/B Testing","Address Validator, Aftership, Aftership Return Center, Apple Pay, Arrive",4.6,224,,,"Returns Page, Shopify Online Store 2.0, New Shopify Checkout (2022), Accepts Gift Cards, Contact Page",has_public,Israeli DTC Shopify 10k+,2026-07-19T19:48:56.962+03:00,Storeleads,,,,,eldonbrightbrightlifedirect.com
doxawatches.com,DOXA,DOXA,"https://youtube.com/@doxawatchesofficial5540, contact@doxawatches.com",/Apparel/Clothing Accessories,18,Tel Aviv-Yafo,Tel Aviv District,IL,The timekeeper for your journey to every new frontier and beyond. Purpose-designed for the toughest challenges. Built to never falter. Discover our Dive Watch Collection.,,156995,4.7,345,8,"Consentmo GDPR Compliance, GeoIP Country Redirect, Instafeed ‑ Instagram Feed, Mailchimp Email SMS Marketing","Arrive, Cloudflare, Cloudflare CDN, Google Ads Pixel, Google Adsense",,,,YT 631,"Shopify New Customer Accounts, Contact Page, Shopify Online Store 2.0, New Shopify Checkout (2022), Warranty Page",has_public,Israeli DTC Shopify 10k+,2026-07-19T19:48:56.962+03:00,Storeleads,,,,,
foryourlegs.com,For Your Legs,For Your Legs,support@foryourlegs.com,/Health/Medical Devices & Equipment | /Apparel,1,,,IL,"ForYourLegs היא הספקית המובילה באינטרנט של גרבי דחיסה וגרבי דחיסה, המשלוח 99% מההזמנות באותו יום או למחרת. סמוך על המנהיג המקוון בטיפול בדחיסה. קנו את המותגים האהובים עליכם כולל Mediven, Sigvaris, Jobst, Juzo ועוד. משלוח חינם בהזמנות ‏393.00 ‏₪+.",Shopify Plus,65464,3.1,1379,233,"AfterShip Order Tracking, Attrac Popup, Announcement Bar, AfterShip Personalization, Shopacado ‑ Volume Discounts, Beast Currency Converter","Aftership, Aftership Return Center, Arrive, Cloudflare, Elevar",4.9,537,,,"Returns Page, Shopify Online Store 2.0, Contact Page, Tracking or Returns, Tracking Page",has_public,Israeli DTC Shopify 10k+,2026-07-19T19:48:56.962+03:00,Storeleads,,,,,"larryforyourlegs.com,derekforyourlegs.com"
glyderapparel.com,Glyder,Glyder,"support@glyderapparel.com, https://www.youtube.com/@glyderlifestyle, https://www.tiktok.com/@glyder",/Apparel/Athletic Apparel | /Apparel/Women's Clothing,10,,,IL,"גלידר יוצרת יצירות שיכולות לקחת אותך מהסטודיו, לרחוב, לפסגה הגבוהה ביותר, הכל באאוטפיט אחד. עוצב עבור נשים שלעולם לא אומרות את המילים ""אני לא יכול"", אנו מספקים את הציוד וההשראה לחקור חוויות חדשות ולצצות את הדרך שלך.",,61055,2.9,769,102,"Replo Landing Page Builder, Attentive: AI‑led Email &SMS, Discount Ninja Promo Engine, Fomo: Social Proof Sales Popup, Simprosys Google Shopping Feed","Apple Pay, Arrive, Attentive, Cloudflare, Facebook Pixel",3.3,3,,PIN 3.2k / TT 226,"Shopify New Customer Accounts, Shopify Online Store 2.0, New Shopify Checkout (2022), Accepts Gift Cards, Contact Page",has_public,Israeli DTC Shopify 10k+,2026-07-19T19:48:56.962+03:00,Storeleads,,,,,"marcyallenglyderapparel.com,timbaigentglyderapparel.com,stuartsolkowglyderapparel.com"
materna.co.il,shop.materna.co.il,shop.materna.co.il,"https://www.tiktok.com/@materna.il, materna@il.nestle.com",,,Shoham,Center District,IL,"מטרנה עד אליך, מאפשרת לך ליהנות ממגוון מוצרי מטרנה - כולל תמ""ל ודייסות. עכשיו בהזמנה ישירה מהאתר ובמשלוח ישיר עד הבית.",Shopify Plus,206640,5.1,38,,"Shopify Checkout Blocks, Product Reviews, Shopify Forms","Arrive, Cloudflare, Cloudflare CDN, Google Ads Pixel, Google Adsense",,,magento (2025),YT 7k,"New Shopify Checkout (2022), Contact Page, Tracking or Returns, Tracking Page",has_public,Israeli DTC Shopify 10k+,2026-07-19T19:48:56.962+03:00,Storeleads,,,,,
nothing.tech,Nothing,Nothing,"https://www.tiktok.com/@nothing, feedback@nothing.tech",/Arts & Entertainment/Music & Audio,20963,,,IL,"Here at Nothing, we’re building a world where tech is fun again. Remember a time where every new product made you excited? We’re bringing that back.",,53932,4.7,1,,"Addingwell ‑ GTM & DataLayer, Klaviyo: Email Marketing & SMS, Mailchimp Email SMS Marketing, Bird: Email, SMS, WhatsApp","Apple Pay, Arrive, Cloudflare, Cloudflare CDN, Didomi",2.4,694,,X 1m / YT 1.3m / TT 1.3m,"Career Page, Contact Page, Shopify Online Store 2.0, Storefront API, New Shopify Checkout (2022)",has_public,Israeli DTC Shopify 10k+,2026-07-19T19:48:56.962+03:00,Storeleads,,,,,"charliejamesnothing.tech,bryonycooknothing.tech,palakkaur bhatianothing.tech"
kabbalah.co.il,store.kabbalah.co.il,store.kabbalah.co.il,"https://www.youtube.com/@kabbalahcenterta, bookstore.il@kabbalah.com",,325,Tel Aviv-Yafo,Tel Aviv District,IL,החנות מרכז הקבלה,Shopify Plus,53161,9.6,138,8,"Buddha Mega Menu & Navigation, Shopify Checkout Blocks, Essential ‑ Back In Stock Pro, Essent Preorder Back in Stock, TYDAL Product Reviews","Arrive, Cloudflare, Cloudflare CDN, Google Workspace, TikTok Pixel",,,custom (2025),,"Shopify Online Store 2.0, New Shopify Checkout (2022), Accepts Gift Cards, Contact Page",has_public,Israeli DTC Shopify 10k+,2026-07-19T19:48:56.962+03:00,Storeleads,,,,,
fozmuseum.com,shop.fozmuseum.com,shop.fozmuseum.com,shop@fozhc.com,/Libraries & Museums,,Jerusalem,Jerusalem District,IL,The Friends of Zion Museum tells us all about the friendship and support of the nations in God's divine promise But the museum is only one part of our activities. We are a non-profit organization that helps and supports almost every category of Jewish society,,41823,4.0,293,,"Avada GDPR Cookies Consent, Avada AI SEO Image Optimizer, Design Packs: Theme Sections, Geolocation, Globo Mega Menu, Navigation","Arrive, Cloudflare, Cloudflare CDN, Facebook Pixel, GoDaddy Email",,,,,"Shopify Online Store 2.0, New Shopify Checkout (2022), Contact Page, Tracking or Returns, Tracking Page",has_public,Israeli DTC Shopify 10k+,2026-07-19T19:48:56.962+03:00,Storeleads,,,,,
hapoelbc.com,shop.hapoelbc.com,shop.hapoelbc.com,"hapoel4u@hapoelbc.com, shop@hapoeluta.org, shop@hapoelbc.com",/Sports/Team Sports/Basketball | /Sports/Sporting Goods,,Tel Aviv-Yafo,Tel Aviv District,IL,"מוצרים רשמיים המאפשרים לאוהדים ללבוש אדום בגאווה, החל מחולצות קלאסיות וחלוקי סווטשירט ועד למוצרים בלעדיים ומהדורות מוגבלות לאספנים. ביתו של הלב האמיתי של הכדורסל בתל אביב.",,66595,0.9,94,18,"Preorder, Back In Stock ‑ STOQ, Bundler ‑ Product Bundles App, Instafeed ‑ Instagram Feed, Mailchimp Email SMS Marketing, Webkul Product Auction","Arrive, Cloudflare, Cloudflare CDN, Google Ads Pixel, Google Adsense",,,,,"Shopify Online Store 2.0, New Shopify Checkout (2022), Accepts Gift Cards, Contact Page, Tracking or Returns",has_public,Israeli DTC Shopify 10k+,2026-07-19T19:48:56.962+03:00,Storeleads,,,,,
mhaifafc.com,Maccabi Haifa,Maccabi Haifa,shop@maccabihaifafc.com,/Sports/Team Sports/Soccer,91,,,IL,Maccabi Haifa Official Shop,,48227,8.0,23306,,,"ABlyft, Arrive, Cloudflare, Cloudflare CDN, Microsoft 365",,,,,"Shopify Oxygen, Storefront API, Contact Page, Headless, Has CMS",has_public,Israeli DTC Shopify 10k+,2026-07-19T19:48:56.962+03:00,Storeleads,,,,,"itayzilpamhaifafc.com,galjosef vakninmhaifafc.com,assafben dovmhaifafc.com"
breslov.org,books.breslov.org,books.breslov.org,support@breslov.co.il,/Books & Literature | /People & Society/Religion & Belief,,Jerusalem,Jerusalem District,IL,חנות ספרים של ברסלב,,27444,9.6,196,,"Mailchimp Email SMS Marketing, Smartviewer: Quick View","Arrive, Cloudflare, Cloudflare CDN, Google Ads Pixel, Google Adsense",,,woocommerce (2026),X 876,"Shopify Online Store 2.0, New Shopify Checkout (2022)",has_public,Israeli DTC Shopify 10k+,2026-07-19T19:48:56.962+03:00,Storeleads,,,,,
admetec.com,Admetec Shop,Admetec Shop,https://www.youtube.com/@admetecofficial,/Consumer Electronics/Camera & Photo Equipment,,Haifa,Haifa District,IL,"Shop ergonomic loupes, LED headlights for your loupes, Flamingo® wireless camera, and professional accessories from Admetec. Designed for professionals who value precision, comfort, and advanced imaging.",,24977,0.4,33,,"Blockify Fraud Filter, Blocker, Blockify Age Verification 18+, HubSpot, Product Reviews, Synctrack PayPal Tracking Sync","Arrive, Cloudflare, Cloudflare CDN, Facebook Pixel, Google Ads Pixel",,,,,"Contact Page, Shopify Online Store 2.0, New Shopify Checkout (2022)",has_public,Israeli DTC Shopify 10k+,2026-07-19T19:48:56.962+03:00,Storeleads,,,,,"katzadmetec.com,sylwiajedynak-pyteladmetec.com,droryadmetec.com,tarasovcharenkoadmetec.com,navehadmetec.com,idodroryadmetec.com"
vertica-labs.com,Vertica,Vertica,"info@vertica-labs.com, service@vertica-labs.com",/Science/Biological Sciences/Neuroscience,,Tiberias,North District,IL,"מחפש פתרון לבעיות זיקפה או אין אונות? מכשיר רפואי חדש לטיפול באימפוטנציה והפרעות זיקפה, משקם את מנגנון הזיקפה באמצעות אנרגיית גלי רדיו. בטוח לשימוש, ללא צורך במרשם, אינו פולשני. הטיפול בזמן החופשי ללא עיתוי עם האקט עצמו.",,25594,5.0,9,,"Adoric Popup & Email Popups, GOAFFPRO ‑ Affiliate Marketing, Klaviyo: Email Marketing & SMS, RT: Terms and Conditions Box, Upsell & Cross Sell — Selleasy","Arrive, Cloudflare, Cloudflare CDN, Facebook Pixel, GoAffPro",3.7,39,,YT 2.6k,"Shopify New Customer Accounts, FAQ Page, Contact Page, Shopify Online Store 2.0, 3D Models",has_public,Israeli DTC Shopify 10k+,2026-07-19T19:48:56.962+03:00,Storeleads,,,,,"elisayagvertica-labs.com,leahchodusvertica-labs.com,daniellischinskyvertica-labs.com"
flashlightpress.com,Flashlight Press,Flashlight Press,"https://www.youtube.com/@flashlightpress, editor@flashlightpress.com, flashlightpress@gmail.com, publisher@flashlightpress.com",/Apparel,,Jerusalem,Jerusalem District,IL,Flashlight Press Merch,,19529,1.1,8,,"CodeInspire Accessibility Tool, Judge.me Product Reviews App, Printful: Print on Demand, SMART","Arrive, Cloudflare, Cloudflare CDN, Facebook Pixel, Google Ads Pixel",,,,,"Shopify Online Store 2.0, New Shopify Checkout (2022), Contact Page, Tracking or Returns, Tracking Page",has_public,Israeli DTC Shopify 10k+,2026-07-19T19:48:56.962+03:00,Storeleads,,,,,sharidash greenspanflashlightpress.com
maozisrael.org,shop.maozisrael.org,shop.maozisrael.org,store@maozisrael.org,/Books & Literature | /People & Society/Religion & Belief,,Jerusalem,Jerusalem District,IL,מעוז ישראל צור,,11923,1.8,67,,,"Arrive, Cloudflare, Cloudflare CDN, Microsoft 365, PayPal Express Checkout",,,,,"Shopify New Customer Accounts, New Shopify Checkout (2022), Tracking or Returns, Tracking Page",has_public,Israeli DTC Shopify 10k+,2026-07-19T19:48:56.962+03:00,Storeleads,,,,,"shirasorko-rammaozisrael.org,briangreenawaymaozisrael.org,fergusonmaozisrael.org,eamonnkellymaozisrael.org"
osem-nestle.co.il,shop.osem-nestle.co.il,shop.osem-nestle.co.il,shop.osem@il.nestle.com,/Food & Drink,,,,IL,,Shopify Plus,34474,2.4,201,,"Shopify Checkout Blocks, Product Reviews","Arrive, Cloudflare, Cloudflare CDN",,,,,"New Shopify Checkout (2022), Accepts Gift Cards, Contact Page",has_public,Israeli DTC Shopify 10k+,2026-07-19T19:48:56.962+03:00,Storeleads,,,,,"shanialkozerosem-nestle.co.il,nogaporatiosem-nestle.co.il,tzahimashatosem-nestle.co.il"
aziocorp.com,AZIO Corporation,AZIO,"marketing@aziocorp.com, orders@aziocorp.com, support@aziocorp.com",,12,,,IL,אנו מבקשים להגדיר מחדש את מרחב העבודה של אנשים ולעורר את היצירתיות שלהם על ידי הפיכת משימה יומיומית לחוויה.,,329962,3.0,87,378,"Aspire, Candy Rack • All‑in‑One Upsell, Appikon ‑ Back In Stock, DOOFINDER ‑ Search & Discovery, Emotive: SMS Marketing","Apple Pay, Arrive, Aspire, Bing Ads, Cloudflare",3.6,32,,X 16k,"Shopify Online Store 2.0, International Shipping, New Shopify Checkout (2022), Accepts Gift Cards, Warranty Page",has_public,Israeli DTC Shopify 10k+,2026-07-19T19:48:56.962+03:00,Storeleads,,,,,
coreproducts.com,"Core Products International, Inc.",Core Products International,"https://www.tiktok.com/@core_products_intl, customerservice@coreproducts.com",/Health/Medical Devices & Equipment,55,,,IL,"מוצרי ליבה מייצרים ומוכרים כריות אורטופדיות איכותיות, פלטה ותומכים, כריות גב, כריות טריז, מוצרי עיסוי והרבה יותר.",,184120,5.0,225,28,"Accessibly, AdRoll Marketing & Advertising, Awin ‑ Affiliate Marketing, Blockify Fraud Filter, Blocker, Blockify Age Verification 18+","AWIN, Apple Pay, Arrive, Barracuda Email Protection, Cloudflare",,,,TT 166,"Contact Page, Shopify Online Store 2.0, Product Page Video Tag, New Shopify Checkout (2022), Accepts Gift Cards",has_public,Israeli DTC Shopify 10k+,2026-07-19T19:48:56.962+03:00,Storeleads,,,,,"roycekeehrcoreproducts.com,philipmattisoncoreproducts.com,brentcrawfordcoreproducts.com"
