Domain,query_name,segment,Name,company_clean,icp_fit,industry_groups,business_model,Score,similarity,revenue_range,employees,start_date,City,State,Country,phones,public_emails,description,batch_id,emails_ok_count,emails_catchall_count,contacts_with_ok,reachable_status,public_emails_clean,ingested_at,Final Email,MV,BB,Status
clevelandbassmovers.com,General Moving Companies in US / CA,has_public,Cleveland Bass Movers and Storage LLC,Cleveland Bass Movers,yes,CONSUMER_SERVICES:1.0,"B2B:0.99, B2C:0.95",142,,1-10M,1-10,2020-07-26,Naples,FL,US,+12397744848,info@clevelandbassmovers.com,"Cleveland Bass Movers and Storage LLC is a moving service provider specializing in residential, corporate, and local moves in Southwest Florida. They offer full and partial packing services, as well as secure storage solutions monitored 24/7. With over 50 years of experience, their trained crews ensure careful care for valued belongings and competitive rates. The company also provides moving supplies to support their clients' needs.",moveplnr-2026-05-29-companies-batch3000-1,0,1,0,catchall_only,info@clevelandbassmovers.com,2026-05-29,info@clevelandbassmovers.com,catch_all,deliverable,done
topnotchmoving.com,General Moving Companies in US / CA,has_public,Top Notch Moving & Storage,Top Notch Moving & Storage,yes,CONSUMER_SERVICES:0.99,"B2B:0.98, B2C:0.97",59,,1-10M,1-10,2020-03-18,Hunt Valley,MD,US,+14104444498,jpappas@topnotchmoving.com,"The website offers a range of services and products focused on financial inclusion, particularly in the healthcare sector. It provides information on various sectors such as IT, medical technology, and education, along with resources for businesses looking to enhance their operations and sustainability. The site also features news updates related to industry trends and innovations, helping companies make informed decisions about their investments.",moveplnr-2026-05-29-companies-batch3000-1,0,1,0,catchall_only,jpappas@topnotchmoving.com,2026-05-29,jpappas@topnotchmoving.com,catch_all,deliverable,done
karmamoving.ca,General Moving Companies in US / CA,has_public,Karma Moving,Karma Moving,yes,CONSUMER_SERVICES:1.0,"B2B:0.99, B2C:0.93",49,,<1M,1-10,2023-05-20,Winlaw,BC,CA,"+12507773180, +17789108056",joy@karmamoving.ca,"Karma Moving Co. is a local moving company based in Nelson, BC, offering residential and commercial moving services across the Kootenay area and Vancouver Island. Their main functionalities include full-service moving, packing, labor-only moves, and specialized services for piano relocations. They provide transparent pricing with no hidden fees, ensuring customer satisfaction through professional service and dedicated support throughout the move process.",moveplnr-2026-05-29-companies-batch3000-1,0,1,0,catchall_only,joy@karmamoving.ca,2026-05-29,joy@karmamoving.ca,catch_all,deliverable,done
dramaticorganizing.com,General Moving Companies in US / CA,has_public,DramaticOrganizing,DramaticOrganizing,partial,CONSUMER_SERVICES:0.96,B2C:0.94,166,,<1M,1-10,2020-02-24,Dallas,TX,US,+19179464627,jen@dramaticorganizing.com,"DramaticOrganizing.com offers organizing services for homes and businesses, focusing on declutter and organize spaces. The process begins with a consultation to assess client needs, followed by an editing/source process that includes keeping, donating, and reselling items. They create tailored organizational systems based on individual requirements and provide ongoing implementation and labeling. Additionally, the service assists clients in moving their belongings and helps them find suitable st",moveplnr-2026-05-29-companies-batch3000-1,0,1,0,catchall_only,jen@dramaticorganizing.com,2026-05-29,jen@dramaticorganizing.com,catch_all,deliverable,done
taskmanlondon.com,General Moving Companies in US / CA,has_public,Task Man London,Task Man London,yes,CONSUMER_SERVICES:1.0,B2C:0.97,28,,<1M,1-10,2022-11-29,London,ON,CA,+15198685236,bookings@taskmanlondon.com,"Task Man London offers professional moving and snow removal services in London, Ontario. Their main functionalities include local moves within 50 km or long-distance stays over 50km, as well as local junk removal and snow Removal. The company emphasizes professionalism, dependability, and affordability in their service offerings, ensuring timely arrivals and effective communication with clients throughout the move process.",moveplnr-2026-05-29-companies-batch3000-1,0,1,0,catchall_only,bookings@taskmanlondon.com,2026-05-29,bookings@taskmanlondon.com,catch_all,deliverable,done
goodorderllc.com,General Moving Companies in US / CA,has_public,"Good Order, LLC",Good Order,partial,CONSUMER_SERVICES:1.0,"B2B:0.64, B2C:0.73",25,,<1M,1-10,2023-03-31,Beverly,MA,US,+17818546860,stacy@goodorderllc.com,"Good Order is a professional organizing service based in North Shore, MA. They assist clients with decluttering and moving within their homes, helping to create order and simplify the living environment. Key services include pre-move packing, cleaning, donation coordination, and strategic packing for new spaces. The company focuses on simplifying space management to reduce stress and anxiety while ensuring that items are placed in proper place.",moveplnr-2026-05-29-companies-batch3000-1,0,1,0,catchall_only,stacy@goodorderllc.com,2026-05-29,stacy@goodorderllc.com,catch_all,deliverable,done
skyvanlines.com,General Moving Companies in US / CA,has_public,Sky Van Lines,Sky Van Lines,yes,CONSUMER_SERVICES:0.99,"B2B:0.99, B2C:0.85",215,,1-10M,11-50,2016-04-13,North Las Vegas,NV,US,"+17024873346, +17025500821, +17026668681, +17027513027, +17028007449, +17028007481, +17028521827, +17029788165, +17759901709, +18882122298, +19725906746","lasvegas@skyvanlines.com, sales@skyvanlines.com, dallas@skyvanlines.com, northlasvegas@skyvanlines.com, mesquite@skyvanlines.com, summerlin@skyvanlines.com, bouldercity@skyvanlines.com, joinourteam@skyvanlines.com, henderson@skyvanlines.com, info@skyvanlines.com, pahrump@skyvanlines.com","Sky Van Lines is a moving and storage company based in Las Vegas, NV, offering long-distance and partial moving services. They provide a range of services including packing, transportation, insurance, and storage solutions for various types of belongings such as fine art and jewelry. The company emphasizes customer service, employs trained staff, and offers competitive pricing, ensuring a smooth moving experience from the start. Customers can request free quotes online or by phone, and the compa",moveplnr-2026-05-29-companies-batch3000-1,0,11,0,catchall_only,"bouldercity@skyvanlines.com, dallas@skyvanlines.com, henderson@skyvanlines.com, info@skyvanlines.com, joinourteam@skyvanlines.com, lasvegas@skyvanlines.com, mesquite@skyvanlines.com, northlasvegas@skyvanlines.com, pahrump@skyvanlines.com, sales@skyvanlines.com, summerlin@skyvanlines.com",2026-05-29,bouldercity@skyvanlines.com,catch_all,deliverable,done
nextchaptertransitions.com,General Moving Companies in US / CA,has_public,Next Chapter Transitions,Next Chapter Transitions,yes,CONSUMER_SERVICES:1.0,"B2B:0.53, B2C:0.83",113,,1-10M,1-10,2019-05-04,Chattanooga,TN,US,+14236159500,info@nextchaptertransitions.com,"The website offers resources and information for individuals seeking to improve their online presence, particularly in the context of social issues. It provides details on how to create a positive impact on your community through various initiatives, including creating an AI-powered virtual assistant (AV). Users can access news updates, educational materials, and tips related to social responsibility and community engagement. The site also features options for users to become AV agents or donate",moveplnr-2026-05-29-companies-batch3000-1,0,1,0,catchall_only,info@nextchaptertransitions.com,2026-05-29,info@nextchaptertransitions.com,catch_all,deliverable,done
maturetransitionsoftulsa.com,General Moving Companies in US / CA,has_public,Mature Transitions of Tulsa,Mature Transitions of Tulsa,partial,"CONSUMER_SERVICES:0.85, REAL_ESTATE:0.05",B2C:0.88,52,,N/A,1-10,2019-07-04,Tulsa,OK,US,+19186051480,info@maturetransitionsoftulsa.com,"Mature Transitions of Tulsa offers estate planning and moving services for senior adults and their families. Their main functionalities include assisting with home sales, decluttering, organizing wills and trusts, and managing the relocation of elderly individuals such as hoarders. The company provides personalized support throughout the process, ensuring clients understand their options and financial responsibilities while maintaining a focus on integrity and community involvement. They also of",moveplnr-2026-05-29-companies-batch3000-1,0,1,0,catchall_only,info@maturetransitionsoftulsa.com,2026-05-29,info@maturetransitionsoftulsa.com,catch_all,deliverable,done
buckeyeoffices.com,General Moving Companies in US / CA,has_public,Buckeye Offices,Buckeye Offices,yes,"BUSINESS_PRODUCTS_AND_SERVICES:0.48, CONSUMER_SERVICES:0.44","B2B:0.64, B2C:0.81",129,,1-10M,1-10,2019-12-31,Largo,FL,US,+17274575287,contact@buckeyeoffices.com,"Buckeye Offices provides office interior and installation services in the Tampa Bay area. They assist clients with purchasing office furniture, managing project management, and overseeing delivery and installation processes. Their team handles all aspects of office renovations, ensuring smooth transitions to new spaces or expanding existing ones, while also offering personalized consultations to discuss client needs and budgeting options. Additionally, they provide a range of office furniture fr",moveplnr-2026-05-29-companies-batch3000-1,0,1,0,catchall_only,contact@buckeyeoffices.com,2026-05-29,contact@buckeyeoffices.com,catch_all,deliverable,done
mystackbox.com,General Moving Companies in US / CA,has_public,My Stack Box,My Stack Box,yes,CONSUMER_SERVICES:1.0,"B2B:0.99, B2C:0.95",204,,1-10M,1-10,2018-07-10,Pompano Beach,FL,US,+18668878225,info@mystackbox.com,"Metro Tree Arborist Group provides professional tree services including tree removal, stump grinding, trimming, hedging, and mulching for both residential and commercial properties. The company emphasizes safety, professionalism, and affordability through its fleet of equipment and tools. They also offer 24-hour emergency service for urgent needs during their work. Their specialized techniques are designed to ensure safe and efficient tree care.",moveplnr-2026-05-29-companies-batch3000-1,0,1,0,catchall_only,info@mystackbox.com,2026-05-29,info@mystackbox.com,catch_all,deliverable,done
moveandclean.ca,General Moving Companies in US / CA,has_public,Move and Clean,Move and Clean,yes,CONSUMER_SERVICES:1.0,"B2B:0.97, B2C:0.96",64,,1-10M,1-10,2022-12-27,Toronto,ON,CA,+16478857676,info@moveandclean.ca,"Move and Clean is a family-owned moving and cleaning company based in Toronto, specializing in both local and commercial moving services. They offer a range of services including home and office move assistance, deep cleaning, carpet and upholstery cleaning, and post-construction cleaning. The company provides free estimates, personalized service, and aims to simplify the moving process for customers by handling all aspects of their packing needs while ensuring a seamless experience.",moveplnr-2026-05-29-companies-batch3000-1,0,1,0,catchall_only,info@moveandclean.ca,2026-05-29,info@moveandclean.ca,catch_all,deliverable,done
diamondstatemovers.com,General Moving Companies in US / CA,has_public,Diamond State Movers,Diamond State Movers,yes,CONSUMER_SERVICES:1.0,"B2B:0.91, B2C:0.94",30,,1-10M,1-10,2023-05-19,Bentonville,AR,US,+14792120336,info@diamondstatemovers.com,"Diamond State Movers is a professional moving company based in Bentonville, Northwest Arkansas, specializing in residential and commercial moving, junk removal, and packing. They offer a range of services including heavy lifting, truck loading, and storage solutions for items like furniture and pool tables. The company emphasizes client satisfaction and provides resources such as free consultations and packing tips to help clients manage their moving needs effectively.",moveplnr-2026-05-29-companies-batch3000-1,0,1,0,catchall_only,info@diamondstatemovers.com,2026-05-29,info@diamondstatemovers.com,catch_all,deliverable,done
