query_name,segment,Domain,Name,company_clean,icp_fit,industry_groups,business_model,Score,similarity,revenue_range,employees,start_date,City,State,Country,phones,public_emails,description,batch_id,emails_ok_count,emails_catchall_count,contacts_with_ok,reachable_status,ingested_at,Company,Title,Seniority,Department,Email,Verified,Phone,Social,Connections,_sheet_id,✨ ICP Fit,Similarity,Industry Groups,Employees,Start Date,Street,Zip,Redirect Domain,Description,Keywords,Update Date,source_sheet
General Moving Companies in US / CA 2,no_contacts,ohanamoving.com,,Ohana Moving,,,,120,,,,,Portland,OR,US,,,,,,,,,2026-06-23T14:47:54.181+03:00,Ohana Moving,,,,,false,,,,1C89ZMhHwz-uH9SsuFk_LFgY9QVl03cVweVIM5w2-XZQ,,,CONSUMER_SERVICES:0.99,1-10,2018-08-02,,97201,,"Zonta Club of Olympia is a local chapter of Zonta International that focuses on empowering women and girls through service, advocacy, and education. The club partners with community organizations to provide grants and scholarships, host events, and raise awareness about issues affecting women's rights and equality both locally and globally. Members can get involved through donations, membership, or participation in events aimed at promoting women's empowerment and advocating for their rights and interests.","moving services:0.59, delivery moving:0.58, moving portland:0.56, home moving:0.55, hauling need:0.54, help moving:0.53, delivery hauling:0.51, custom moving:0.5, services packing:0.48, moving country:0.48, services haul:0.47, deliver furniture:0.47, unpacking truck:0.43, truck movers:0.41, moving staging:0.4",2026-06-04,CA2-06-23
General Moving Companies in US / CA 2,no_contacts,oldschoolmovingandstorage.com,,Old School Moving and Storage,,,,92,,,,,Memphis,TN,US,,,,,,,,,2026-06-23T14:47:54.181+03:00,Old School Moving and Storage,,,,,false,,,,1C89ZMhHwz-uH9SsuFk_LFgY9QVl03cVweVIM5w2-XZQ,,,CONSUMER_SERVICES:1.0,1-10,2022-01-06,1888 E. Brooks Road,38116,,"Old School Moving and Storage is a moving company based in Dania Beach, Florida, offering a range of services for both residential and commercial moves. Their main functionalities include local moving, long-distance moving, office relocations, and storage solutions for fragile items like pianos and antiques. They provide on-site estimates, customized move plans, and free consultations to help clients plan their moving needs and ensure a smooth experience. The company operates Monday through Friday and emphasizes customer satisfaction with experienced movers and transparent pricing.","moving storage:0.5, fl tn:0.49, licensed moving:0.48, residential moves:0.48, services movers:0.46, school moving:0.46, moving estimate:0.45, relocation logistics:0.45, local moving:0.44, moving business:0.44, florida 844:0.43, customizing moving:0.43, office moving:0.42, commercial moving:0.42, moving date:0.41",2026-06-07,CA2-06-23
General Moving Companies in US / CA 2,no_contacts,olympicmover.com,,Olympic Move & Transport,,,,142,,,,,Fresno,CA,US,,,,,,,,,2026-06-23T14:47:54.181+03:00,Olympic Move & Transport,,,,,false,,,,1C89ZMhHwz-uH9SsuFk_LFgY9QVl03cVweVIM5w2-XZQ,,,CONSUMER_SERVICES:0.89,1-10,2020-03-04,,,,"Olympic Move & Transport is a family-owned moving company based in Clovis, California, specializing in residential and commercial relocations. They offer a range of services including local and long-distance moving, packing, and specialized moves such as piano transport and antique moving. The company emphasizes customer satisfaction and provides free estimates and personalized moving solutions tailored to individual needs. Olympic Move & transport is fully licensed and insured, ensuring reliable and professional moving support throughout the relocation process.","quality moving:0.56, moving service:0.53, dependable commercial moving:0.53, olympic movers crew:0.53, professional moving:0.49, premium moving solution:0.43, piano transport:0.37, transporting freshness:0.33, skilled trade:0.33, expert office:0.3, tier service:0.26, free experience:0.25, history residential:0.21, great care:0.21, discover stress:0.07",2026-06-07,CA2-06-23
General Moving Companies in US / CA 2,no_contacts,omalleymoving.com,,O'Malley Moving Services,,,,163,,,,,Havertown,PA,US,,,,,,,,,2026-06-23T14:47:54.181+03:00,O'Malley Moving Services,,,,,false,,,,1C89ZMhHwz-uH9SsuFk_LFgY9QVl03cVweVIM5w2-XZQ,,,CONSUMER_SERVICES:1.0,11-50,2018-11-13,3 Raymond Dr.,19083,,"O'Malley Moving Services is a local moving company in Pennsylvania that offers a range of moving solutions including local, long-distance, packing, and vaulted storage. Their main functionality is to provide professional moving services tailored to individual needs, ensuring safe and efficient moves while minimizing costs. Key features include free estimates, specialized packers for unique items like art and heirloom, and a commitment to customer service throughout the moving process.","storage transportation:0.62, local movers:0.6, residential movers:0.59, local mover:0.59, moving packing:0.59, services movers:0.58, belongings movers:0.58, moving locations:0.57, moving services:0.54, local relocating:0.53, transporting home:0.52, movers specialized:0.51, relocating experience:0.51, moving furniture:0.5, build moving:0.5",2026-06-09,CA2-06-23
General Moving Companies in US / CA 2,no_contacts,onetwothreeguysandatruck.com,,OneTwoThreeGuysAndaTruck,,,,103,,,,,New York,NY,US,,,,,,,,,2026-06-23T14:47:54.181+03:00,OneTwoThreeGuysAndaTruck,,,,,false,,,,1C89ZMhHwz-uH9SsuFk_LFgY9QVl03cVweVIM5w2-XZQ,,,CONSUMER_SERVICES:1.0,11-50,2018-07-15,,,,"The website offers financial services and information for individuals seeking to sell or trade their goods, particularly in the retail sector. It provides details on various products such as auto parts, clothing, and accessories, along with customer service options like phone numbers and email addresses for inquiries. Users can also find contact information for support and resources related to insurance and business operations.","studio bedroom:0.51, truck residential:0.49, residential commercial:0.45, commercial studio:0.43, quote residential:0.42, commercial piano:0.41, small office:0.4, bedroom small:0.39, office large:0.38, moving storage:0.36, onetwothreeguysandatruck com:0.36, insured nydot34875:0.35, moving licensed:0.35, affiliated franchise:0.27, powered 2thecode:0.23",2026-06-07,CA2-06-23
General Moving Companies in US / CA 2,no_contacts,ononincmoving.com,,OnOn Inc Moving & Storage,,,,106,,,,,Parker,CO,US,,,,,,,,,2026-06-23T14:47:54.181+03:00,OnOn Inc Moving & Storage LLC,,,,,false,,,,1C89ZMhHwz-uH9SsuFk_LFgY9QVl03cVweVIM5w2-XZQ,,,CONSUMER_SERVICES:0.99,1-10,2020-07-18,17508 Holyoke Ct,80134,,"OnOn Inc Moving & Storage LLC is a moving company based in Parker, Colorado, offering a variety of long-distance moving services for both residential and commercial clients. Their main functionalities include personalized moving plans, packing and loading, shipping and delivery across the continental US, and specialized moves like furniture and art. They also provide moving labor, storage solutions, and have over 20 years of experience in the industry, ensuring efficient and professional service throughout the relocation process.","moving logistics:0.58, moving storage:0.54, items freight:0.53, moving services:0.52, onon moving:0.52, relocations office:0.51, moves residential:0.5, local movers:0.47, residential items:0.47, moving needs:0.47, possessions delivery:0.47, customized moving:0.45, organizer services:0.43, services furniture:0.43, movers seamless:0.42",2026-06-05,CA2-06-23
General Moving Companies in US / CA 2,no_contacts,onyourmarkdelivery.ca,,On Your Mark,,,,121,,,,,Brampton,AB,CA,,,,,,,,,2026-06-23T14:47:54.181+03:00,On Your Mark,,,,,false,,,,1C89ZMhHwz-uH9SsuFk_LFgY9QVl03cVweVIM5w2-XZQ,,,CONSUMER_SERVICES:0.93,11-50,2018-06-06,Range Road 284,,,"On Your Mark is a white glove delivery and moving service operating in Alberta, BC, and Saskatchewan. They specialize in transporting furniture, household belongings, and other goods safely and securely across various cities in Canada. The company also offers secure storage solutions through their warehouse, which features both heated and unheated storage options. With over 23 years of experience, they provide reliable transportation services for retailers and have routes to Vancouver Island and Edmonton.","glove transportation:0.53, delivery services:0.52, vancouver logistics:0.52, glove delivery:0.52, moving services:0.5, services warehouse:0.5, services alberta:0.5, services transport:0.49, delivery moving:0.49, secure warehouse:0.47, transport furniture:0.46, storage vancouver:0.45, belongings saskatchewan:0.45, services offer:0.43, distributions mattresses:0.35",2026-05-31,CA2-06-23
General Moving Companies in US / CA 2,no_contacts,operationrelo.com,,Operation Relo,,,,179,,,,,Aurora,OH,US,,,,,,,,,2026-06-23T14:47:54.181+03:00,Operation Relo,,,,,false,,,,1C89ZMhHwz-uH9SsuFk_LFgY9QVl03cVweVIM5w2-XZQ,,,CONSUMER_SERVICES:1.0,1-10,2018-12-16,14501 S 877,44202,,"Operation Relo is a downsizing service that assists families with the needs of seniors, including those who no longer can live on their own. The company offers services such as selling used properties, organizing moving and cleaning, repairs and maintenance for homes, and providing financing solutions to support elder living. Their goal is to simplify the transition process for families during difficult times, ensuring they have access to essential resources and support throughout their journey.","transition elderhood:0.59, elder services:0.54, stay elder:0.53, realizing elders:0.52, elderhood issues:0.51, elders need:0.49, families elders:0.47, seniors house:0.45, proceeds heirs:0.43, assisted living:0.43, downsizing services:0.42, home operation:0.42, surviving spouses:0.4, change living:0.39, moving mother:0.37",2026-06-05,CA2-06-23
General Moving Companies in US / CA 2,no_contacts,organicopizzanj.com,,New-Jersey Movers,,,,91,,,,,Delray Beach,FL,US,,,,,,,,,2026-06-23T14:47:54.181+03:00,New-Jersey Movers,,,,,false,,,,1C89ZMhHwz-uH9SsuFk_LFgY9QVl03cVweVIM5w2-XZQ,,,CONSUMER_SERVICES:0.9,1-10,2020-09-20,215 Palm Breeze Ave,33444,,"New Jersey Movers is a moving service that specializes in long-distance and local moves across various states, including Florida and New Jersey. The company offers a range of services such as full-service packing, transparent estimates, and dedicated support for both residential and commercial relocations. Key features include same-week availability, competitive pricing, and the ability to create tailored moving plans based on individual needs and budgets. They also provide specialized solutions like floor runners and door jamb guards to enhance the moving experience.","movers nj:0.59, florida moving:0.58, relocations statewide:0.56, florida movers:0.55, jersey movers:0.54, state movers:0.54, new jersey:0.53, cost moving:0.5, nj fl:0.5, local movers:0.48, movers options:0.48, moving pennsylvania:0.46, florida cost:0.45, nyc florida:0.45, service packing:0.33",2026-06-11,CA2-06-23
General Moving Companies in US / CA 2,no_contacts,organizationdirect.com,,Organization Direct,,,,76,,,,,Fairfax,VA,US,,,,,,,,,2026-06-23T14:47:54.181+03:00,Organization Direct,,,,,false,,,,1C89ZMhHwz-uH9SsuFk_LFgY9QVl03cVweVIM5w2-XZQ,,,"CONSUMER_SERVICES:0.81, BUSINESS_PRODUCTS_AND_SERVICES:0.12",1-10,2020-02-20,,22030,,"Organization Direct is a professional organization service that offers tailored organizing solutions for home and office decluttering, as well as business organizational needs. They assist clients in downsizing, moving, and selling homes by creating personalized action plans based on individual preferences and goals. Key services include document management, home office organization, estate sales, and garage staging, all aimed at reducing stress and improving efficiency in organizing spaces. The team works closely with clients to identify gaps in their operations and create effective systems for efficient management of belongings.","cluttered household:0.37, businesses action:0.32, office organizational:0.3, inventory management:0.24, fabulous organizer:0.24, basement utility room:0.22, ease stress:0.22, personalized systems:0.22, dedicated staff:0.2, difficult job:0.16, fresh new look:0.11, personal support:0.08, wonderful communication:0.07, emotional aspect:0.04, right sizer:0.04",2026-06-11,CA2-06-23
General Moving Companies in US / CA 2,no_contacts,organizeandarrangeitwithkeri.com,,Organize & Arrange it with Keri,,,,90,,,,,Duanesburg,NY,US,,,,,,,,,2026-06-23T14:47:54.181+03:00,Organize & Arrange it with Keri,,,,,false,,,,1C89ZMhHwz-uH9SsuFk_LFgY9QVl03cVweVIM5w2-XZQ,,,CONSUMER_SERVICES:0.93,1-10,2021-08-09,430 Schoharie Turnpike,12056,,"The website offers organizing and moving services aimed at simplifying living and working environments for individuals and families. It provides assistance with decluttering, packing, and managing various aspects of home ownership, including furniture, storage, and decor. The service focuses on creating practical spaces that enhance the overall well-being of clients while ensuring a stress-free experience. Users can contact the owner to discuss their specific needs and receive personalized support throughout the moving process.","practical place:0.3, useable space:0.29, busy life:0.27, space large:0.2",2026-06-10,CA2-06-23
General Moving Companies in US / CA 2,no_contacts,organizebydesign.info,,Organize by Design,,,,75,,,,,Lincoln,NE,US,,,,,,,,,2026-06-23T14:47:54.181+03:00,"Organize by Design, LLC",,,,,false,,,,1C89ZMhHwz-uH9SsuFk_LFgY9QVl03cVweVIM5w2-XZQ,,,CONSUMER_SERVICES:0.9,11-50,2019-09-30,,,,"Organize by Design is a service that specializes in relocation, packing, and organizing for homes and businesses in Lincoln, NE. They assist clients with moving or downsizing homes, creating move-in ready spaces, and simplifying storage solutions. Additionally, their interior design services include home remodels, paint selection, and photo hanging. The team focuses on helping clients achieve clarity and efficiency through personalized assistance throughout the organization process.","interior holiday decor:0.53, design advice:0.4, decorating learn:0.36, small junk drawer:0.33, design process:0.32, limited space:0.26, space planning:0.24, assisted living:0.24, paint selection:0.19, retired client:0.18, busy season:0.12, photo hanging:0.11, inspire clarity:0.09, chocolate melt:0.04, process worry:0.01",2026-06-13,CA2-06-23
